medicine,company,img_url
トフラニール錠10mg［遺尿症治療剤］,アルフレッサファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1174006F1078/1174006F1078_014.jpg
トフラニール錠25mg［遺尿症治療剤］,アルフレッサファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1174006F2074/1174006F2074_010.jpg
カバサール錠0.25mg［パーキンソン病］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169011F1028/1169011F1028_006.jpg
カバサール錠0.25mg［乳汁漏出症など］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169011F1028/1169011F1028_006.jpg
カバサール錠1.0mg［パーキンソン病］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169011F2024/1169011F2024_012.jpg
カバサール錠1.0mg［乳汁漏出症など］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169011F2024/1169011F2024_012.jpg
カバサール錠0.25mg［生殖補助医療に伴う卵巣過剰刺激症候群の発症抑制］,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169011F1028/1169011F1028_006.jpg
アナフラニール錠10mg［遺尿症治療剤］,アルフレッサファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1174002F1029/1174002F1029_010.jpg
アナフラニール錠25mg［遺尿症治療剤］,アルフレッサファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1174002F2025/1174002F2025_016.jpg
ミノマイシンカプセル100mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6152005M2074/6152005M2074_002.jpg
オキサリプラチン点滴静注50mg「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A1126/4291410A1126_000.jpg
オキサリプラチン点滴静注100mg「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A2122/4291410A2122_000.jpg
オキサリプラチン点滴静注液50mg「DSEP」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A1070/4291410A1070_000.jpg
オキサリプラチン点滴静注液100mg「DSEP」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A2076/4291410A2076_000.jpg
オキサリプラチン点滴静注液200mg「DSEP」,第一三共エスファ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A3064/4291410A3064_000.jpg
オキサリプラチン点滴静注200mg「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291410A3110/4291410A3110_000.jpg
ファムシクロビル錠250mg「サワイ」,沢井製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6250031F1080/6250031F1080_000.jpg
ラマトロバン錠75mg「KO」,寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490021F2030/4490021F2030_001.jpg
ナラトリプタン錠2.5mg「KO」,寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2160007F1039/2160007F1039_007.jpg
ニフラン点眼液0.1％,千寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319724Q1120/1319724Q1120_007.jpg
ブロナック点眼液0.1％,千寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319743Q1033/1319743Q1033_005.jpg
セレスタミン配合錠,高田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2459100F1162/2459100F1162_008.jpg
ドルモロール配合点眼液「センジュ」,千寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1319819Q1038/1319819Q1038_002.jpg
ハイカムチン注射用1.1mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4240408D1037/4240408D1037_003.jpg
センノシド錠12mg「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2354003F2375/2354003F2375_000.jpg
リファジンカプセル150mg,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6164001M1216/6164001M1216_007.jpg
シングリックス筋注用,グラクソ・スミスクライン株式会社,https://www.qlife.jp/meds/image/noimage.png
メマンチン塩酸塩OD錠5mg「JG」,日本ジェネリック株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190018F4049/1190018F4049_004.jpg
ロペミンカプセル1mg,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2319001M1213/2319001M1213_006.jpg
ロペミン細粒0.1%,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2319001C2060/2319001C2060_003.jpg
ロペミン小児用細粒0.05%,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2319001C1080/2319001C1080_005.jpg
コタロー麻黄附子細辛湯エキスカプセル,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200133M1021/5200133M1021_006.jpg
コタロー黄連解毒湯エキスカプセル,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200011M1027/5200011M1027_009.jpg
メベンダゾール錠100,ヤンセン ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6429005F1026/6429005F1026_011.jpg
パドセブ点滴静注用20mg,アステラス製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
ドパコール配合錠L50,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169101F3033/1169101F3033_004.jpg
ドパコール配合錠L100,扶桑薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169101F1170/1169101F1170_000.jpg
エンハーツ点滴静注用100mg,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291452D1029/4291452D1029_001.jpg
イコサペント酸エチルカプセル300mg「BMD」,株式会社ビオメディクス,https://www.qlife.jp/meds/image/noimage.png
カルセド注射用20mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235406D1020/4235406D1020_007.jpg
ラステット注100mg/5mL,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4240403A2042/4240403A2042_003.jpg
カルセド注射用50mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235406D2026/4235406D2026_007.jpg
ファスティック錠30,ＥＡファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3969006F1038/3969006F1038_018.jpg
ファスティック錠90,ＥＡファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3969006F2034/3969006F2034_026.jpg
ラベプラゾールNa塩錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329028F3131/2329028F3131_001.jpg
ラベプラゾールNa塩錠10mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329028F1155/2329028F1155_012.jpg
ラベプラゾールNa塩錠20mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329028F2151/2329028F2151_012.jpg
ボースデル内用液10,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/7290006S1021/7290006S1021_000.jpg
モンテルカストOD錠10mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490026F4086/4490026F4086_001.jpg
モンテルカストOD錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490026F5066/4490026F5066_001.jpg
ガスロンN・OD錠2mg,日本新薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329020F3020/2329020F3020_006.jpg
デソパン錠60mg,持田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2499008F1034/2499008F1034_005.jpg
ガスロンN・OD錠4mg,日本新薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2329020F4026/2329020F4026_004.jpg
ラキソベロン錠2.5mg,帝人ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2359005F1218/2359005F1218_007.jpg
ラキソベロン内用液0.75%［各種便秘症ほか］,帝人ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2359005S1240/2359005S1240_008.jpg
ラキソベロン内用液0.75%［大腸検査前処置］,帝人ファーマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2359005S1240/2359005S1240_008.jpg
エクフィナ錠50mg,エーザイ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1169018F1020/1169018F1020_000.jpg
ラピフォートワイプ2.5%,マルホ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1259701X1026/1259701X1026_001.jpg
ラマトロバン錠50mg「KO」,寿製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490021F1033/4490021F1033_001.jpg
オロパタジン塩酸塩OD錠2.5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490025F3077/4490025F3077_004.jpg
オロパタジン塩酸塩OD錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490025F4073/4490025F4073_004.jpg
オロパタジン塩酸塩錠2.5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490025F1279/4490025F1279_006.jpg
オロパタジン塩酸塩錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4490025F2275/4490025F2275_006.jpg
プレガバリンOD錠25mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F1240/1190017F1240_000.jpg
プレガバリンOD錠75mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F2246/1190017F2246_000.jpg
プレガバリンOD錠150mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1190017F3242/1190017F3242_000.jpg
デュタステリド錠0.5mgAV「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2499011F1052/2499011F1052_001.jpg
サリグレンカプセル30mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2399012M1034/2399012M1034_012.jpg
カピステン筋注50mg,キッセイ薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1149402A1056/1149402A1056_002.jpg
ルボックス錠75,アッヴィ合同会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179039F3039/1179039F3039_008.jpg
ロスバスタチン錠2.5mg「科研」,科研製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2189017F1111/2189017F1111_000.jpg
ロスバスタチン錠5mg「科研」,科研製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2189017F2118/2189017F2118_000.jpg
ロスバスタチンOD錠2.5mg「科研」,科研製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2189017F3114/2189017F3114_000.jpg
ロスバスタチンOD錠5mg「科研」,科研製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2189017F4110/2189017F4110_000.jpg
エルロチニブ錠150mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
ガスコンドロップ内用液2%,キッセイ薬品工業株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2318001Q1080/2318001Q1080_004.jpg
スパニジン点滴静注用100mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999417D1037/3999417D1037_002.jpg
エルロチニブ錠25mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
エルロチニブ錠100mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/image/noimage.png
フェルビナクスチック軟膏3％「三笠」,大正製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649731M1098/2649731M1098_004.jpg
ミノサイクリン塩酸塩点滴静注用100mg「NIG」,日医工株式会社,https://www.qlife.jp/meds/image/noimage.png
ムコブロチン配合シロップ,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2229102Q1162/2229102Q1162_004.jpg
ミノサイクリン塩酸塩点滴静注用100mg「日医工」,日医工株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6152401F1090/6152401F1090_003.jpg
カルボシステインシロップ小児用5％「トーワ」,東和薬品株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2233002Q1124/2233002Q1124_004.jpg
ドキソルビシン塩酸塩注射用10mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235402D1048/4235402D1048_003.jpg
ミノサイクリン塩酸塩錠50mg「日医工」,日医工株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6152005F1117/6152005F1117_001.jpg
ミノサイクリン塩酸塩カプセル100mg「日医工」,日医工株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6152005M2090/6152005M2090_001.jpg
ドキソルビシン塩酸塩注射用50mg「NK」,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4235402D2028/4235402D2028_003.jpg
ルボックス錠25,アッヴィ合同会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179039F1036/1179039F1036_010.jpg
ルボックス錠50,アッヴィ合同会社,https://www.qlife.jp/meds/img/packageinsert/basic/1179039F2032/1179039F2032_010.jpg
クロベタゾン酪酸エステル軟膏0.05％「ラクール」,ラクール薬品販売株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646722M1194/2646722M1194_003.jpg
クロベタゾールプロピオン酸エステルローション0.05％「ラクール」,ラクール薬品販売株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646713Q1154/2646713Q1154_001.jpg
クロベタゾールプロピオン酸エステル軟膏0.05％「ラクール」,ラクール薬品販売株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646713M1233/2646713M1233_002.jpg
オンボー点滴静注300mg,持田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
オンボー皮下注100mgシリンジ,持田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
オンボー皮下注100mgオートインジェクター,持田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
エヌケーエスワン配合顆粒T20,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229101D1041/4229101D1041_000.jpg
エヌケーエスワン配合顆粒T25,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4229101D2048/4229101D2048_000.jpg
ベタメタゾンジプロピオン酸エステル軟膏0.064％「ラクール」,ラクール薬品販売株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2646703M1205/2646703M1205_001.jpg
オダイン錠125mg,日本化薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/4291005F1057/4291005F1057_008.jpg
ゼポラステープ20mg,三笠製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649732S3043/2649732S3043_002.jpg
ゼポラステープ40mg,三笠製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649732S2047/2649732S2047_002.jpg
フェルビナクスチック軟膏3%「三笠」,三笠製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2649731M1098/2649731M1098_004.jpg
グラニセトロン点滴静注バッグ3mg/50mL「タカタ」［抗悪性腫瘍剤（シスプラチンなど）投与に伴う消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グラニセトロン点滴静注バッグ3mg/100mL「タカタ」［抗悪性腫瘍剤（シスプラチンなど）投与に伴う消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グラニセトロン点滴静注バッグ3mg/50mL「タカタ」［放射線照射に伴う消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グラニセトロン点滴静注バッグ3mg/100mL「タカタ」［放射線照射に伴う消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グラニセトロン点滴静注バッグ3mg/50mL「タカタ」［術後の消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
グラニセトロン点滴静注バッグ3mg/100mL「タカタ」［術後の消化器症状（吐き気、嘔吐）］,高田製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アセトアミノフェン「ヨシダ」,吉田製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1141001X1045/1141001X1045_003.jpg
アムロジピンOD錠2.5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F3234/2171022F3234_011.jpg
アムロジピンOD錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F4230/2171022F4230_015.jpg
アムロジピンOD錠10mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F6250/2171022F6250_009.jpg
アムロジピン錠2.5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F1380/2171022F1380_014.jpg
アムロジピン錠5mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F2386/2171022F2386_020.jpg
アムロジピン錠10mg「明治」,Ｍｅ ファルマ株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/2171022F5229/2171022F5229_012.jpg
クラビット細粒10%,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6241013C2024/6241013C2024_004.jpg
コタロー越婢加朮湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200007C1025/5200007C1025_005.jpg
コタロー麻黄湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200132C1030/5200132C1030_004.jpg
デパケンシロップ5％［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004Q1100/1139004Q1100_004.jpg
デパケン細粒20％［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004C1057/1139004C1057_004.jpg
デパケン細粒20％［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004C1057/1139004C1057_004.jpg
デパケン細粒40％［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004C2061/1139004C2061_006.jpg
デパケン細粒40％［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004C2061/1139004C2061_006.jpg
デパケンシロップ5％［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004Q1100/1139004Q1100_004.jpg
アイソボリン点滴静注用100mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3929407D2108/3929407D2108_004.jpg
アイソボリン点滴静注用25mg,ファイザー株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3929407D1160/3929407D1160_004.jpg
クラビット点滴静注500mg/20mL,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6241402A1021/6241402A1021_003.jpg
クラビット点滴静注バッグ500mg/100mL,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6241402G1024/6241402G1024_004.jpg
デパケン錠200mg［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004F2173/1139004F2173_004.jpg
デパケン錠200mg［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004F2173/1139004F2173_004.jpg
デパケン錠100mg［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004F1096/1139004F1096_004.jpg
デパケン錠100mg［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004F1096/1139004F1096_004.jpg
デパケンR錠100mg［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004G1040/1139004G1040_004.jpg
デパケンR錠100mg［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004G1040/1139004G1040_004.jpg
デパケンR錠200mg［片頭痛治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004G2063/1139004G2063_004.jpg
デパケンR錠200mg［抗てんかん剤、躁病・躁状態治療剤］,協和キリン株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/1139004G2063/1139004G2063_004.jpg
クラビット錠250mg,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6241013F2020/6241013F2020_004.jpg
クラビット錠500mg,第一三共株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/6241013F3027/6241013F3027_004.jpg
ヘルニコア椎間板注用1.25単位,科研製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/3999447D1020/3999447D1020_001.jpg
アミカシン硫酸塩注射液100mg「SW」,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
酢酸亜鉛錠25mg「サワイ」［ウィルソン病（肝レンズ核変性症）］,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
酢酸亜鉛錠25mg「サワイ」［低亜鉛血症］,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
酢酸亜鉛錠50mg「サワイ」［ウィルソン病（肝レンズ核変性症）］,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
酢酸亜鉛錠50mg「サワイ」［低亜鉛血症］,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
アミカシン硫酸塩注射液200mg「SW」,沢井製薬株式会社,https://www.qlife.jp/meds/image/noimage.png
オロパタジン塩酸塩錠2.5mg「フェルゼン」,株式会社フェルゼンファーマ,https://www.qlife.jp/meds/image/noimage.png
コタロー芍薬甘草湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200067C1035/5200067C1035_006.jpg
コタロー竜胆瀉肝湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200142C1025/5200142C1025_005.jpg
コタロー六君子湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200141C1039/5200141C1039_005.jpg
コタロー抑肝散加陳皮半夏エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200140C1034/5200140C1034_005.jpg
コタロー麻杏ヨク甘湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200135C1033/5200135C1033_006.jpg
コタロー麻杏甘石湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200134C1020/5200134C1020_005.jpg
コタロー補中益気湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200131C1035/5200131C1035_005.jpg
コタロー防風通聖散エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200130C1030/5200130C1030_005.jpg
コタロー茯苓飲エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200126C1026/5200126C1026_005.jpg
コタロー半夏白朮天麻湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200124C1035/5200124C1035_005.jpg
コタロー半夏瀉心湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200123C1030/5200123C1030_004.jpg
コタロー八味丸料エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200120C1029/5200120C1029_006.jpg
コタロー人参養栄湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200117C1035/5200117C1035_005.jpg
コタロー当帰芍薬散料エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200111C1038/5200111C1038_005.jpg
コタロー当帰四逆加呉茱萸生姜湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200110C1033/5200110C1033_005.jpg
コタロー通導散エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200105C1024/5200105C1024_005.jpg
コタロー大建中湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200092C1025/5200092C1025_005.jpg
コタロー真武湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200083C1026/5200083C1026_005.jpg
コタロー神秘湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200082C1030/5200082C1030_005.jpg
コタロー消風散エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200077C1020/5200077C1020_005.jpg
コタロー小青竜湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200075C1030/5200075C1030_005.jpg
コタロー小柴胡湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200073C1030/5200073C1030_006.jpg
コタロー十味敗毒湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200070C1037/5200070C1037_005.jpg
コタロー十全大補湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200069C1034/5200069C1034_005.jpg
コタロー四物湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200065C1036/5200065C1036_005.jpg
コタロー炙甘草湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200066C1022/5200066C1022_005.jpg
コタロー柴胡清肝湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200053C1025/5200053C1025_005.jpg
コタロー柴胡桂枝湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200051C1034/5200051C1034_005.jpg
コタロー五苓散料エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200048C1032/5200048C1032_005.jpg
コタロー五積散エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200045C1020/5200045C1020_005.jpg
コタロー呉茱萸湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200046C1025/5200046C1025_005.jpg
コタロー桂枝茯苓丸料エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200038C1039/5200038C1039_004.jpg
コタロー桂枝加朮附湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200034C1022/5200034C1022_005.jpg
コタローキュウ帰膠艾湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200023C1024/5200023C1024_005.jpg
コタロー加味逍遙散エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200017C1037/5200017C1037_004.jpg
コタロー葛根湯加辛夷川キュウエキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200015C1038/5200015C1038_005.jpg
コタロー葛根湯エキス細粒,小太郎漢方製薬株式会社,https://www.qlife.jp/meds/img/packageinsert/basic/5200013C1039/5200013C1039_005.jpg
